titre,date_poste,date_fin,description,contrat,ville,pays,entreprise,langue
contrôleur permanent,2023-01-21 01:00:05,2023-03-14 12:56:49,"nous recrutons pour le compte d’un de nos clients, un contrôleur permanent sur rabat.. missions :. . maintenir à jour le système de contrôle interne de l'entreprise et renforcer son efficacité.. mettre en place des outils et indicateurs de suivi d'efficacité du dispositif de contrôle interne.. contrôler les résultats du secteur de la caisse, détecter les anomalies et les écarts.. sensibiliser les opérationnels sur les anomalies détectées lors des contrôles.. consolider la base des incidents.. contribuer à la rédaction des rapports à destination des instances externes de contrôle.. contrôler la conformité des justificatifs de paiement par rapport aux procédures.. analyse et traitement quotidien des alertes de filtrage des opérations à l’international tout en veillant au respect des embargos commerciaux et financiers internationaux.. analyse et traitement quotidien des alertes de filtrage des personnes politiquement exposées (ppe) et les personnes listées (sanctions internationales).. extraire, analyse et traitement quotidien des alertes lab-ft générées par l’outil de profilage et de surveillance des opérations siron aml, les requêtes préconfigurées data warehouse.. remonter à la direction les informations du secteur.. faire évoluer l’organisation et les procédures..",Intérim,rabat,maroc,dama,fr
contrôleur permanent,2023-01-21 01:00:05,2023-03-14 12:56:59,"nous recrutons pour le compte d’un de nos clients, un contrôleur permanent sur la ville de fès.. missions :. . maintenir à jour le système de contrôle interne de l'entreprise et renforcer son efficacité.. mettre en place des outils et indicateurs de suivi d'efficacité du dispositif de contrôle interne.. contrôler les résultats du secteur de la caisse, détecter les anomalies et les écarts.. sensibiliser les opérationnels sur les anomalies détectées lors des contrôles.. consolider la base des incidents.. contribuer à la rédaction des rapports à destination des instances externes de contrôle.. contrôler la conformité des justificatifs de paiement par rapport aux procédures.. analyse et traitement quotidien des alertes de filtrage des opérations à l’international tout en veillant au respect des embargos commerciaux et financiers internationaux.. analyse et traitement quotidien des alertes de filtrage des personnes politiquement exposées (ppe) et les personnes listées (sanctions internationales).. extraire, analyse et traitement quotidien des alertes lab-ft générées par l’outil de profilage et de surveillance des opérations siron aml, les requêtes préconfigurées data warehouse.. remonter à la direction les informations du secteur.. faire évoluer l’organisation et les procédures..",Intérim,fes,maroc,dama,fr
contrôleur permanent,2023-01-21 01:00:05,2023-03-14 12:57:09,"nous recrutons pour le compte d’un de nos clients, un contrôleur permanent sur la ville de meknès.. missions :. . maintenir à jour le système de contrôle interne de l'entreprise et renforcer son efficacité.. mettre en place des outils et indicateurs de suivi d'efficacité du dispositif de contrôle interne.. contrôler les résultats du secteur de la caisse, détecter les anomalies et les écarts.. sensibiliser les opérationnels sur les anomalies détectées lors des contrôles.. consolider la base des incidents.. contribuer à la rédaction des rapports à destination des instances externes de contrôle.. contrôler la conformité des justificatifs de paiement par rapport aux procédures.. analyse et traitement quotidien des alertes de filtrage des opérations à l’international tout en veillant au respect des embargos commerciaux et financiers internationaux.. analyse et traitement quotidien des alertes de filtrage des personnes politiquement exposées (ppe) et les personnes listées (sanctions internationales).. extraire, analyse et traitement quotidien des alertes lab-ft générées par l’outil de profilage et de surveillance des opérations siron aml, les requêtes préconfigurées data warehouse.. remonter à la direction les informations du secteur.. faire évoluer l’organisation et les procédures..",Intérim,meknès,maroc,dama,fr
animateur / animatrice evénementiel,2023-01-21 01:00:05,2023-03-14 18:21:10,nous recrutons pour le compte de notre client spécialisé dans les événementiels des animateurs / animatrices evénementiel. missions :. . accompagner l'équipe sur les jeux et les teams bouilding mis en place pour les adultes..,Intérim,casablanca,maroc,tectra casa bourgogne ,fr
responsable cafétéria & shop - / oasis,2023-01-20 01:00:03,2023-03-13 11:32:55,nous recrutons pour notre client spécialisé dans son domaine une responsable cafétéria &amp; shop en contrat intérim sur casablanca / oasis..,Intérim,casablanca,maroc,tectra casa bourgogne ,fr
chargé de recouvrement terrain,2023-01-20 01:00:03,2023-03-13 10:08:34,principale mission :. . procéder au recouvrement et à la résolution des litiges moyennant un objectif mensuel à atteindre.. . les responsabilités sont les suivantes :. . compétences dans le recouvrement des dettes. connaissance des phases du processus de recouvrement des crédits. connaissance de la législation en la matière. compétences administratives et en gestion. connaissance des systèmes informatiques. excellentes capacités en relations et négociation. orientation sur les résultats. mobilité nationale. faire preuve de professionnalisme.. . type de contrat :. . cdi..,CDI,casablanca,maroc,n.c.,fr
technicien supérieur sav,2023-01-20 01:00:03,2023-03-13 10:12:07,nous recrutons un technicien supérieur sav sur casablanca. principale mission : . . installation et maintenance des équipements de laboratoire.. .,CDI,casablanca,maroc,professional labo,fr
chauffeur vip anglophone,2023-01-20 01:00:03,2023-03-13 09:36:38,"nous recrutons pour une entreprise un chauffeur vip anglophone. missions :. -effectuer les courses internes.. - distribuer le courrier externe.. - assurer l’entretien quotidien des véhicules.. - assurer la surveillance des réparations des véhicules.. -assurer la surveillance technique des délais de vidange, de visite technique et de renouvellement de l’assurance du véhicule.. -remplir les carnets de bord du véhicule.. - assurer la tenue à jour du tableau de bord du véhicule.",Intérim,rabat,maroc,tectra rabat - kenitra,fr
standardiste,2023-01-20 01:00:03,2023-03-13 09:37:47,"nous recrutons pour le compte de notre client opérant dans le secteur pharmaceutique un standardiste (téléphoniste h/f).. missions principales :. . donner au client les renseignements nécessaires concernant un produit ou un service. grâce à un argumentaire précis, le téléphoniste assure la prospection et le développement du portefeuille client en veillant sur sa satisfaction afin de développer le chiffre d'affaires. peut apporter une réponse claire et précise aux questions posées..",Intérim,casablanca,maroc,tectra casa tertiaire ,fr
community manager,2023-01-20 01:00:03,2023-03-13 09:38:25,nous recrutons pour le compte d’un de nos clients opérant dans le secteur de la haute joaillerie de luxe un(e) community manager sur la ville de casablanca.. missions :. . suivi des performances des plateformes digitales.. mise en valeur de la marque et de ses produits sur les réseaux sociaux.. proposer des contenus à mettre en avant sur les réseaux sociaux.. suivi des campagnes publicitaires.. interaction avec la communauté.. conception et respect du planning éditorial.. prise de contact et maintien de relation de proximité avec les influenceurs adéquat et en phase avec l’image de la marque.. coordination avec l’agence de communication.. organisation et planification des événements liés à la promotion de la marque..,CDI,casablanca,maroc,dama,fr
coordinateur logistique anglophone domaine pharmaceutique,2023-01-20 01:00:03,2023-03-13 10:49:38,"nous recrutons pour notre client, une multinationale américaine basée à casablanca, un coordinateur logistique anglophone domaine pharmaceutique (coordinateur import &amp; supply).. missions : . . organisation de la chaîne de production, depuis la réception des matières premières jusqu'à la livraison des produits finis. gestion du stockage, suivi du niveau des stocks, liaison avec les différents interlocuteurs extérieurs : fournisseurs, transporteurs, gérants d'entrepôts.... le coordinateur logistique participe à une stratégie d'optimisation des coûts, sur les flux et le stockage.. il s'assure en permanence de la ponctualité des envois, de la sécurité et de l'hygiène des conditions d'entreposage....",Intérim,casablanca,maroc,tectra casa tertiaire ,fr
comptable junior,2023-01-20 01:00:03,2023-03-13 10:52:12,nous recrutons pour notre client basé à casablanca une comptable junior (chargée de support comptabilité).,Intérim,casablanca,maroc,tectra casa tertiaire ,fr
assistante polyvalente en intérim,2023-01-20 01:00:03,2023-03-13 11:30:49,"nous recrutons pour notre client spécialisé dans son domaine, une assistante polyvalente en intérim sur casablanca - chimicolor. nb:. un niveau moyen en anglais est très souhaitable.",Intérim,casablanca,maroc,tectra casa bourgogne ,fr
animateur de vente,2023-01-20 01:00:03,2023-03-13 14:54:15,"nous recrutons pour le compte d'une grande entreprise 4 animateurs de vente pour missions :. . installer un stand et des produits de démonstration. contrôler des produits de démonstration. présenter un produit à des clients potentiels. proposer une dégustation à des clients. distribuer des bons de réduction, échantillons et cadeaux. réaliser le compte rendu d'une animation commerciale..",Intérim,rabat,maroc,tectra rabat - kenitra,fr
chef de rang,2023-01-20 01:00:03,2023-03-13 14:59:23,"pour le compte d'un hôtel 5 étoiles basé à casablanca, nous sommes à la recherche d'un chef de rang..",Intérim,marrakech,maroc,tectra casa tertiaire ,fr
commis de rang,2023-01-20 01:00:03,2023-03-13 14:59:49,nous recherchons des commis de rang (hôtel 5*) qui ont une expérience réussie dans le service restauration et hôtel de luxe.,Intérim,marrakech,maroc,tectra casa tertiaire ,fr
